1,522499.9567,1744804.396
2,524644.1678,1740528.655
3,523961.559,1739511.968
4,523959.2791,1740493.121
5,533646.3157,1745343.338
6,537262.9344,1743524.805
7,536743.944,1745306.94
8,538991.9195,1729576.449
9,529305.5375,1744585.86
10,531238.9749,1732756.448
11,529297.5649,1732960.912
12,531118.9096,1733382.727
13,518296.0698,1738680.407
14,521916.251,1740644.624
15,529518.1478,1736529.342
16,528738.3896,1739347.203
17,528948.9568,1734669.057
18,530673.3625,1727430.188
19,532804.7106,1744552.323
20,530876.5811,1744440.763
21,532827.4542,1731607.487
22,529576.947,1729484.465
23,539618.9162,1746373.507
24,542570.3665,1745570.494
25,540431.5402,1746401.215
26,536984.9812,1729166.321
27,537648.5605,1727069.325
28,536695.6987,1729819.115
29,537603.7574,1725642.557
30,535000.9434,1731984.443
31,540188.3829,1734406.35
32,535543.7125,1730851.139
33,538260.2859,1733217.297
34,535158.131,1732234.38
35,511105.2254,1741803.627
36,509381.2638,1740854.097
37,509468.2052,1740792.747
38,504584.0727,1737866.739
39,504008.4159,1738020.904
40,500157.9725,1743195.679
41,504442.1233,1736114
42,502901.2379,1735858.04
43,503230.4632,1740050.137
44,506646.0038,1738251.31
45,509743.8778,1737196.72
46,505590.7353,1735390.595
47,503003.7689,1737741.466
48,501946.392,1736230.267
49,513722.8918,1740664.334
50,506198.1209,1739656.859
51,505301.8139,1740471.166
52,505539.8823,1741131.746
53,514368.4986,1738334.46
54,481098.6969,1740546.432
55,482311.3472,1741069.161
56,480440.6241,1743108.473
57,477684.4084,1741655.868
58,479275.6043,1739966.875
59,469086.1334,1728999.051
60,475284.3291,1726806.972
61,476377.6102,1742647.022
62,475743.3295,1746400.705
63,471571.5118,1743367.213
64,471697.5339,1742811.467
65,471989.3666,1745841.134
66,476120.5226,1724637.868
67,476014.2073,1725777.896
68,467328.2009,1749436.171
69,467780.1582,1733935.676
70,480017.7826,1733523.609
71,480652.0738,1735340.401
72,482117.4388,1733980.402
